1	 0	 2292.838867
2	 0	 2275.137451
2	 1	 399.875916
3	 0	 2254.901611
3	 1	 361.383636
3	 2	 379.958832
4	 0	 2873.366699
4	 1	 1952.305054
4	 2	 1950.234009
4	 3	 1966.867554
5	 0	 1771114.750000
5	 1	 1771128.125000
5	 2	 1771136.750000
5	 3	 1771142.000000
5	 4	 1771140.750000
6	 0	 6673.939941
6	 1	 6305.854980
6	 2	 6318.846191
6	 3	 6317.671875
6	 4	 6101.525391
6	 5	 1771149.750000
7	 0	 2295.246094
7	 1	 1015.746887
7	 2	 976.768188
7	 3	 991.827698
7	 4	 1834.375488
7	 5	 1771135.500000
7	 6	 6370.124512
8	 0	 3213.352295
8	 1	 2358.594238
8	 2	 2355.026123
8	 3	 2396.435059
8	 4	 2986.976074
8	 5	 1770990.625000
8	 6	 6700.380371
8	 7	 2480.279053
9	 0	 3549.029053
9	 1	 2992.964844
9	 2	 3013.099121
9	 3	 3026.197998
9	 4	 3247.389404
9	 5	 1771124.750000
9	 6	 6964.225586
9	 7	 3083.831299
9	 8	 3579.268311
10	 0	 7778.247070
10	 1	 7528.792480
10	 2	 7527.499023
10	 3	 7541.929199
10	 4	 7695.068359
10	 5	 1770935.500000
10	 6	 9631.385742
10	 7	 7549.501465
10	 8	 7723.966797
10	 9	 8005.555176
11	 0	 2306.725342
11	 1	 514.069702
11	 2	 505.574097
11	 3	 545.848267
11	 4	 1943.747437
11	 5	 1771083.750000
11	 6	 6298.170410
11	 7	 1020.106567
11	 8	 2377.913086
11	 9	 2941.491211
11	 10	 7542.916016
12	 0	 9581.675781
12	 1	 9432.323242
12	 2	 9373.360352
12	 3	 9428.064453
12	 4	 9602.193359
12	 5	 1770772.875000
12	 6	 11335.254883
12	 7	 9308.809570
12	 8	 9377.934570
12	 9	 9721.155273
12	 10	 11896.018555
12	 11	 9419.739258
13	 0	 2288.403320
13	 1	 358.490417
13	 2	 285.300751
13	 3	 352.970764
13	 4	 1906.714966
13	 5	 1771142.000000
13	 6	 6319.933105
13	 7	 979.499451
13	 8	 2393.678223
13	 9	 2909.591553
13	 10	 7543.228027
13	 11	 429.368073
13	 12	 9427.482422
14	 0	 2327.548340
14	 1	 761.675964
14	 2	 718.075989
14	 3	 776.018799
14	 4	 2061.044434
14	 5	 1771090.875000
14	 6	 6351.535156
14	 7	 1190.500732
14	 8	 2463.013916
14	 9	 3057.101318
14	 10	 7510.294434
14	 11	 813.071899
14	 12	 9427.735352
14	 13	 732.164062
15	 0	 2277.047119
15	 1	 606.402710
15	 2	 549.342407
15	 3	 584.779175
15	 4	 1998.973145
15	 5	 1771134.375000
15	 6	 6338.068848
15	 7	 1081.597168
15	 8	 2412.894287
15	 9	 3051.662598
15	 10	 7546.409668
15	 11	 650.410950
15	 12	 9334.236328
15	 13	 547.006714
15	 14	 858.117188
16	 0	 2298.167725
16	 1	 443.147705
16	 2	 360.404053
16	 3	 420.491913
16	 4	 1934.047363
16	 5	 1771142.375000
16	 6	 6278.468262
16	 7	 957.730042
16	 8	 2379.590332
16	 9	 3002.389893
16	 10	 7544.361328
16	 11	 492.718262
16	 12	 9427.935547
16	 13	 329.899200
16	 14	 737.689819
16	 15	 573.895813
17	 0	 2282.097168
17	 1	 345.652313
17	 2	 230.830963
17	 3	 312.294373
17	 4	 1950.194458
17	 5	 1771140.875000
17	 6	 6318.014160
17	 7	 963.331787
17	 8	 2390.038086
17	 9	 3012.315430
17	 10	 7524.819824
17	 11	 458.012695
17	 12	 9419.430664
17	 13	 177.762970
17	 14	 713.666931
17	 15	 519.661377
17	 16	 288.407318
18	 0	 13367.641602
18	 1	 13141.592773
18	 2	 13184.229492
18	 3	 13185.774414
18	 4	 13271.920898
18	 5	 1771165.375000
18	 6	 14324.272461
18	 7	 13218.764648
18	 8	 12618.299805
18	 9	 12036.996094
18	 10	 14911.773438
18	 11	 13176.058594
18	 12	 16147.657227
18	 13	 13168.133789
18	 14	 13157.127930
18	 15	 13178.633789
18	 16	 13180.524414
18	 17	 13188.238281
19	 0	 2280.987061
19	 1	 345.815674
19	 2	 226.077789
19	 3	 311.570435
19	 4	 1947.836304
19	 5	 1771143.125000
19	 6	 6317.993652
19	 7	 965.472473
19	 8	 2391.577393
19	 9	 3012.085938
19	 10	 7544.314453
19	 11	 457.581055
19	 12	 9420.635742
19	 13	 175.146057
19	 14	 712.539551
19	 15	 517.953186
19	 16	 284.758484
19	 17	 42.403728
19	 18	 13188.411133
20	 0	 2266.375732
20	 1	 443.861542
20	 2	 370.472382
20	 3	 403.737885
20	 4	 1957.663696
20	 5	 1771141.750000
20	 6	 6185.389648
20	 7	 979.769348
